,|, aequoreae formosa Doride natae|candida felici solvite vela choro
aequoreae|terra foret at vos ,|formosa Doride natae , candida
aequoribus|et legitur Rubris gemma sub|tum mihi cessuros spondent mea
aequoribus|mota Calypso desertis olim fleverat|multos illa dies incomptis maesta
aequoribus|remo , accipiat placidis Oricos|Hic erit Hic erit Hic
Aesoniden|conscia laetitiae c ne sic|rapientibus anxia ventis Hypsipyle vacuo
a|et Arcadio pinus amica deo|quotiens teneras resonant mea verba
aetas|et quascumque tulit formosi temporis|Cynthia non illas nomen habere
aetas|refer sociis nam tua non|umquam cessavit amori , semper
aetatis|quantum servire dolori cogor et|tempora dura queri hic mihi
,|aeterna differor invidia Et merito|quoniam potui fugisse puellam nunc
aeterna|vitiis et semper amantis fletibus|differor invidia Et merito ,
aeterno|miser agmina septem flebis in|surda iacere situ et frustra
a|feros animis alligat una viros|, mea contemptus quotiens ad
afferat|umquam nostros puer iste labores|et lacrimis omnia nota meis
affueram|, primo cum testis amori|vestris conscius in lacrimis o
,|agedum dominae mentem convertite nostrae|et facite illa meo palleat
agedum|sacra piare focis , en|dominae mentem convertite nostrae ,
aget|sinet abduci te tuus ardor|c ne mirum , cum
aggeribus|, miles ab Etruscis saucius|, quid nostro gemitu turgentia
agitamus|, ut consuemus , nostros|amores , atque aliquid duram
agmina|castra tibi , longe miser|septem flebis in aeterno surda
a|iam Pandioniae cessit genus Orithyiae|dolor ibat Hylas , ibat
ait|levibus radiis patefecit ocellos sic|in molli fixa toro cubitum
ala|ille sub extrema pendens secluditur|et volucres ramo summovet insidias
alas|Amor cuiquam facilis ita praebuit|, ut non alterna presserit
Alcides|corpore fecit Hylas cui procul|iterat responsa , sed illi
Alcinoi|non ulla verebor regna vel|munera despicere Saepe ego multa
alcyonas|puellam nunc ego desertas alloquor|c ne mihi Cassiope salvo
aliam|servitio mi que ne amare|que ne abhac desistere fas
alias|, et te circum omnis|irata puellas differet heu nullo
aliena|sis quodcumque voles , non|tamen tam tibi ne viles
aliena|, sit Galatea tuae non|viae nam me non ullae
alio|ocellos , c ne vigilare|nomine cedat Amor . qui
alio|periturus amore , utere non|limine dignus eras quae tibi
aliquid|nostros agitamus amores , atque|duram quaerimus in dominam c
alis|me iucundis lapsam sopor impulit|illa fuit lacrimis ultima cura
alitibus|amantes , et matutinis obstrepit|sic ego nunc dominae vitiis
alligat|relinquet ocellos illa feros animis|una viros a , mea
alloquor|fugisse puellam nunc ego desertas|alcyonas c ne mihi Cassiope
Alphesiboea|ut semel Haemonio tabuit hospitio|suos ulta est pro coniuge
altera|, levis , ut non|nostro limine formosos intulit ulla
alterius|lympha manu , quam vacet|blandos audire susurros molliter in
,|alterius mutua flere sinu quare|quid possit mea Cynthia ,
alterius|possum aperire fores et possum|curas sanare recentis , c
alterius|socio cogemur amore alter in|mutua flere sinu quare ,
alterius|spiritus in lacrimis nunc iacet|felici nixa lacerto , at
alterius|te nostro referens iniuria lecto|clausis expulit e foribus que
alterna|carpere palmis , oscula et|ferre supina fuga ille sub
alternae|clausam tenui Teuthrantis in unda|facilis cedere lympha manu ,
,|alternae facilis cedere lympha manu|quam vacet alterius blandos audire
alterna|praebuit alas , ut non|presserit ille manu c ne
alternis|potui secedere lusu tantus in|vocibus ardor erat sed quoniam
alter|pariter miseri socio cogemur amore|in alterius mutua flere sinu
amantes|et si quae miseri novistis|, et matutinis obstrepit alitibus
amantes|licet , inter nos laetemur|non satis est ullo tempore
amanti|igitur Musae , que ne|tardus Apollo , quis ego
amanti|ne tibi nobilitas poterit succurrere|nescit Amor priscis cedere imaginibus
amanti|) saepe imprudenti fortuna occurrit|crudelis Minyis dixerit Ascanius crudelis
amantis|non illis studium vulgo conquirere|illis ampla satis forma pudicitia
amantis|nunc dominae vitiis et semper|fletibus aeterna differor invidia Et
amantis|possum ego diversos iterum coniungere|, et dominae tardas possum
amantis|qui modo felices inter numerabar|nunc in amore tuo cogor
amantis|una dies omnis potuit praecurrere|nam tibi non tepidas subdidit
amara|mihi non ullo mors sit|loco quam vereor , ne
amaras|me nostra Venus noctes exercet|, et nullo vacuus tempore
amare|cuiquam contigit ut simili posset|fide invidiae fuimus invidiae fuimus
amare|gaudia servitio mi que ne|aliam que ne abhac desistere
amare|, illa suis verbis cogat|Iovem tu vero quoniam semel
amare|pereat , si quis lentus|potest an mihi sit tanti
amat|figurae nudus Amor formae non|artificem aspice quos summittat humus
amator|legat assidue post haec neglectus|, et prosint illi cognita
amens|contudit Iasidos nam modo Partheniis|errabat in antris , ibat
amica|, fagus et Arcadio pinus|deo a quotiens teneras resonant
amice|quae deinde meus celat ,|, pudor non ego complexus
amice|quiddam in nobis maius ,|, fide possum ego diversos
amici|qui sero lapsum revocatis ,|, quaerite non sani pectoris
amicis|tristis veniam seu contra laetus|, quicquid ero , dicam
amicitia|, quaeris pro nostra semper|si Perusina tibi patriae sunt
amicus|c ne nova quaerendo semper|eris haec ego non rumore
amnis|crediderim vobis et sidera et|posse Cytaeines ducere carminibus et
amo|Apollo , quis ego fretus|Cynthia rara mea est Cynthia
Amor|abstrahat a nostro pulvere iniquus|, cogat et invitam lacrimas
Amor|cavenda forent non nihil egit|. tu cave ne tristi
Amor|choro si quando vestras labens|attigit undas , mansuetis socio
amor|c ne sic caelestem flagrans|Herculis Heben sensit in Oetaeis
Amor|duplici correptum ardore iuberent hac|hac Liber , durus uterque
amore|certus et in nullo quaeris|moram , perditus in quadam
amore|dicere quo pereas saepe in|levat
amore|forte tuo careat mihi funus|, hic timor est ipsis
amore|Galle , quod abrepto solus|vacem at non ipse tuas
amore|inter numerabar amantis nunc in|tuo cogor habere notam quid
amore|mixtus Enipeo Taenarius facili pressit|deus , c ne sic
amore|moenia flere lyrae plus in|valet Mimnermi versus Homero carmina
Amore|nam quis divitiis adverso gaudet|nulla mihi tristi praemia sint
amore|nequitiae multi longinquo periere in|libenter , in quorum numero
amore|noctes ecquis in extremo restat|locus an te nescio quis
amore|non me Chaoniae vincant in|columbae dicere , quos iuvenes
amore|peritum atque utinam posito dicar|rudis quid tibi nunc misero
amore|potuit domuisse puellam tantum in|preces et bene facta valent
amore|quam sibi cum rapto cessat|decus praecipue nostro praecipue nostro
amore|, que ne assueto mutet|locum quod si quis monitis
amore|querebar externo longas saepe in|moras dum me iucundis lapsam
amores|cur numquam reserata meos admittis|, nescia furtivas reddere mota
amore|sed pariter miseri socio cogemur|alter in alterius mutua flere
amore|, seu facili totum ducit|diem , tum mihi Pactoli
amores|Galle , tuos monitus servabis|, formosum Nymphis credere visus
amores|haec tibi vulgaris istos compescet|, c ne nova quaerendo
amores|Hypsipyle nullos post illos sensit|, ut semel Haemonio tabuit
amore|sitis et in tuto semper|pares in me nostra Venus
amores|magis et nostros contendis solvere|, hoc magis accepta fallit
amores|ne mihi consuetos amplexu nutrit|Cynthia , c ne nostra
amores|ne mihi rivalis certos subducit|ista meam norit gloria canitiem
amores|, si quos habet arbor|, fagus et Arcadio pinus
amores|tibi venturos , irrisor ,|, c ne tibi perpetuo
amores|ut consuemus , nostros agitamus|, atque aliquid duram quaerimus
amore|te , Galle , monemus|, ( id tibi ne
Amor|et nullo vacuus tempore defit|. hoc , moneo ,
amore|, ultimus et posito staret|lapis , illa meo caros
amore|, ut meus oblito pulvis|vacet illic Phylacides iucundae coniugis
amore|vero quoniam semel es periturus|, utere non alio limine
Amor|facta valent in me tardus|non ullas cogitat artis ,
Amor|fastus et caput impositis pressit|pedibus , donec me docuit
,|Amor . hoc , moneo|vitate malum sua quemque moretur
,|amor Hoc pro continuo te|Galle , monemus amore ,
Amor|Homero carmina mansuetus lenia quaerit|. i quaeso et tristis
amor|in hac omnis parte timetur|ignosces igitur , si quid
amori|quies , primo cum testis|affueram vestris conscius in lacrimis
Amor|iratae posse negare tuae nullus|cuiquam facilis ita praebuit alas
amori|sis humilis magis et subiectus|, hoc magis effectu saepe
amori|tamen ista meo valeant contendere|nescit Amor magnis cedere divitiis
amori|tua non aetas umquam cessavit|, semper at armatae cura
Amor|meo valeant contendere amori nescit|magnis cedere divitiis nam sive
Amor|ne tibi subiciet carmina serus|. tum me non humilem
Amor|ne vigilare alio nomine cedat|. qui non ante patet
Amor|nobilitas poterit succurrere amanti nescit|priscis cedere imaginibus quod si
amor|( non minor Ausoniis est|Adryasin ) ne tibi sit
,|Amor non ullas cogitat artis|c ne meminit notas ,
Amor|puellae non nihil aspersis gaudet|lacrimis aut si despectus potuit
amor|quantus in exiguo tempore fugit|nunc primum longas solus cognoscere
Amor|saepe venit magno faenore tardus|O iucunda quies , primo
amor|sanguinis et cari vincula rupit|coniugis Evadne miseros delata per
amor|satis est ullo tempore longus|Hoc pro continuo te ,
amor|traicit et fati litora magnus|illic formosae veniant chorus heroinae
Amor|tuae est medicina figurae nudus|formae non amat artificem aspice
amoto|litore compositam - ut solet|labi custode puella , perfida
Amphioniae|prodest grave dicere carmen aut|moenia flere lyrae plus in
ampla|studium vulgo conquirere amantis illis|satis forma pudicitia non ego
amplexu|Eridano c ne mihi consuetos|nutrit amores Cynthia , c
Andromede|somno libera iam duris cotibus|c ne minus assiduis Edonis
angusto|dulcia regna negat illa vel|mecum requiescere lecto et quocumque
,|Aniena tuos tinxerit unda pedes|sive Gigantea spatiabere litoris ora
Aniena|umbrosae flumina silvae , sive|tuos tinxerit unda pedes ,
animam|manibus , et cupere optatis|deponere labris , et quae
animam|voluit fortuna iacere , hanc|extremae reddere nequitiae multi longinquo
,|animis alligat una viros a|mea contemptus quotiens ad limina
animis|illa relinquet ocellos illa feros|alligat una viros a ,
animo|tibi ne vacuo defluat ex|) saepe imprudenti fortuna occurrit
an|in extremo restat amore locus|te nescio quis simulatis ignibus
an|lumina deiectis turpia sint lacrimis|quia parva damus mutato signa
an|me genuit terris fertilis uberibus|tibi sum gelida vilior Illyria
anno|toto furor hic non deficit|, cum tamen adversos cogor
annuit|remanete , quibus facili deus|aure , sitis et in
annus|vasto labentur flumina ponto ,|et inversas duxerit ante vices
an|obruit non me deus obruit|quae lecta Prometheis dividit herba
a|non horam possum durare querelis|pereat , si quis lentus
a|, nostri cura subit memores|ducere noctes ducere noctes ducere
,|a nostro pulvere iniquus Amor|cogat et invitam lacrimas siccare
an|poenae nox et iniqua vada|poteris siccis mea fata reponere
an|quae te mihi carmina mutant|nova tristitiae causa puella tuae
an|scribitur et vestris Cynthia corticibus|tua quod peperit nobis iniuria
an|si quis lentus amare potest|mihi sit tanti doctas cognoscere
ante|, annus et inversas duxerit|vices , quam tua sub
ante|cedat Amor . qui non|patet , donec manus attigit
ante|cepit ocellis , contactum nullis|cupidinibus tum mihi constantis deiecit
ante|, et quas Elis opes|pararat equis quamvis magna daret
anteire|viro tu patrui meritas conare|securis , et vetera oblitis
ante|oscula impressis nixa dedi gradibus|tuos quotiens verti me ,
,|ante tuos quotiens verti me|perfida , postis , que
an|timoris erit culpa timoris erit|mihi nunc maior carae custodia
Antiopae|assueto ducere servitio tu licet|formam Nycteidos , et tu
antiquam|falsis attingere gaudia palmis Thessalus|venerat umbra domum illic quidquid
antris|et in solis formosius arbutus|, et sciat indocilis currere
antris|modo Partheniis amens errabat in|, ibat et hirsutas ille
a|nulla tuo nostra tenere sinu|pereat , quicumque ratis et
anxia|c ne sic Aesoniden rapientibus|ventis Hypsipyle vacuo constitit in
a|oblitos parce movere deos audax|nimium , nostro dolitura periclo
Aoniam|Phoebus sua carmina donet que|libens Calliopea lyram , unica
a|ossa quisquis es , assiduas|fuge blanditias illis et silices
Apelleis|nullis obnoxia gemmis , qualis|est color in tabulis non
aperire|, et dominae tardas possum|fores et possum alterius curas
Apidano|choreis qualis in herboso concidit|talis visa mihi mollem spirare
Apollo|, que ne amanti tardus|, quis ego fretus amo
applicuisse|labentem Athamantidos undis Mysorum scopulis|ratem hic manus heroum ,
,|applicuisse ratem hic manus heroum|placidis ut constitit oris ,
,|aquam hunc duo sectati fratres|Aquilonia proles , hunc super
aqua|minutis parvula Lucrina cumba moretur|, aut teneat clausam tenui
aquam|tu insanus medio flumine quaeris|necdum etiam palles , vero
aquam|ultra raram sepositi quaerere fontis|hunc duo sectati fratres ,
Aquilonia|hunc duo sectati fratres ,|proles , hunc super et
Arabium|esse dolor illa que ne|metuit transcendere limen c ne
,|aras , et quicumque sacer|qualis ubique , lapis non
aras|nullas illa suis contemnet fletibus|, et quicumque sacer ,
arata|seu qua Lydia Pactoli tingit|liquor seu pedibus terras seu
arboribus|curae roscida desertis poma sub|, et circum irriguo surgebant
arboribus|silvas , urgetur quantis Caucasus|non tamen ista meo valeant
arbor|testes , si quos habet|amores , fagus et Arcadio
arbutus|surgat et in solis formosius|antris , et sciat indocilis
Arcadiis|Hylaei percussus vulnere rami saucius|rupibus ingemuit ergo velocem potuit
Arcadio|arbor amores , fagus et|pinus amica deo a quotiens
arcum|rotae , quam pueri totiens|sentire medullis et nihil iratae
arcu|si certo puer hic concusserit|, quo nollem nostros me
,|ardor aget c ne mirum|cum sit Iove digna et
ardore|toro et quamvis duplici correptum|iuberent hac Amor hac Liber
Ardoris|iuvenes nostro reticere sepulcro '|nostri magne poeta , iaces
,|' Ardoris nostri magne poeta|iaces tu cave nostra tuo
ardor|lusu tantus in alternis vocibus|erat sed quoniam non es
ardor|ne sinet abduci te tuus|aget c ne mirum ,
ardor|nomine dispar , Theiodamanteo proximus|Hylae huic tu , sive
Arganthi|, ibat Hamadryasin hic erat|Pege sub vertice montis grata
Argivae|delata per ignis occidit ,|fama pudicitiae quarum nulla tuos
Argivis|chorus heroinae , quas dedit|Dardana praeda viris quarum nulla
Argon|nam ferunt olim Pagasae navalibus|egressam longe Phasidos isse viam
Argus|intentis haerebam fixus ocellis ,|ut ignotis cornibus Inachidos et
arguta|numquam patitur requiescere postis ,|referens carmina blanditia Ianua vel
argutas|narrare querelae , cogor ad|dicere solus avis sed qualiscumque
argutat|colore preces illa mihi totis|noctibus ignis , et queritur
arguto|perferre superbae iussa que ne|facta dolore queri pro quo
arma|, Pontice , Thebae que|fraternae tristia militiae , atque
arma|que oscula admota sumere et|manu , non tamen ausus
armatae|cessavit amori , semper at|cura fuit patriae et tibi
Armenias|prima favilla mali tum magis|cupies accedere tigris et magis
armis|laudi , non natus idoneus|hanc me militiam fata subire
arte|, et volucres nulla dulcius|canunt non sic Leucippis succendit
artibus|ingenuus color et multis decus|, et quae gaudia sub
artificem|nudus Amor formae non amat|aspice quos summittat humus formosa
artis|tardus Amor non ullas cogitat|, c ne meminit notas
a|ruberet equis , non tamen|vestro potui secedere lusu tantus
Ascanio|in oris Herculis indomito fleverat|que nam ferunt olim Pagasae
Ascanius|occurrit amanti crudelis Minyis dixerit|est tibi non infra speciem
Asiae|tanti doctas cognoscere Athenas atque|veteres cernere divitias , ut
aspera|multa tibi dolor hic meus|debet , non ita saeva
aspersis|praesenti flere puellae non nihil|gaudet Amor lacrimis aut si
aspice|Amor formae non amat artificem|quos summittat humus formosa colores
aspice|excepta , Cynthia , perfidia|me quanto rapiat fortuna periclo
aspice|tibi , Cynthia , venti|, quam saevas increpat aura
assiduas|attigit ossa quisquis es ,|a fuge blanditias illis et
assiduas|vicimus vicimus vicimus vicimus vicimus|non tulit illa preces falsa
,|assidue post haec neglectus amator|et prosint illi cognita nostra
assidue|saepe tulisse minas me legat|post haec neglectus amator ,
,|assiduis certa puella minis quare|dum licet , inter nos
assiduis|cotibus Andromede c ne minus|Edonis fessa choreis qualis in
assiduis|invitam lacrimas siccare cadentis flectitur|certa puella minis quare ,
assueto|moretur cura , que ne|mutet amore locum quod si
assueto|vitae quodcumque sequetur hoc magis|ducere servitio tu licet Antiopae
at|alterius felici nixa lacerto ,|mea nocturno verba cadunt Zephyro
Athamantidos|, et iam praeteritis labentem|undis Mysorum scopulis applicuisse ratem
Athenas|mihi sit tanti doctas cognoscere|atque Asiae veteres cernere divitias
at|me militiam fata subire volunt|tu seu mollis qua tendit
at|meminit iustas ponere laesa minas|quo sis humilis magis et
at|mollia composita litora fronde tegit|comes invicti iuvenis processerat ultra
at|non est contraria votis ,|tibi curarum milia quanta dabit
,|at non ipse tuas imitabor|perfide , voces fallere te
at|non ullo pondere terra foret|vos , aequoreae formosa Doride
at|novo quae parat ire viro|non sic Ithaci degressu mota
atque|arma fraternae tristia militiae ,|, ita sim felix ,
,|atque Asiae veteres cernere divitias|ut mihi deducta faciat convicia
atque|et lacrimae merito fecere peritum|utinam posito dicar amore rudis
,|atque , ita sim felix|primo contendis Homero , (
atque|nostris , Cynthia , carminibus|utinam mage te remis confisa
atque|, nostros agitamus amores ,|aliquid duram quaerimus in dominam
at|querela sollicitas trivio pervigilare moras|tibi saepe novo deduxi carmina
atque|sit tanti doctas cognoscere Athenas|Asiae veteres cernere divitias ,
atque|tibi sum gelida vilior Illyria|ego non videam talis subsidere
at|quod abrepto solus amore vacem|non ipse tuas imitabor ,
Atraciis|est et dicam ' Licet|considat in oris , et
attigit|ante patet , donec manus|ossa quisquis es , assiduas
attigit|si quando vestras labens Amor|undas , mansuetis socio parcite
attingere|locis , sed cupidus falsis|gaudia palmis Thessalus antiquam venerat
attollere|et contra magnum potes hos|Solem , c ne tremis
attulerint|si quid tibi triste libelli|nostri culpa timoris erit culpa
at|umquam cessavit amori , semper|armatae cura fuit patriae et
at|ut prius , ire vias|vos , deductae quibus est
audax|et oblitos parce movere deos|a nimium , nostro dolitura
audire|mea cura moratur ne tu|potes vesani murmura ponti fortis
audire|, quam vacet alterius blandos|susurros molliter in tacito litore
auferet|ventos , cum tibi provectas|unda ratis , ut me
augetur|puella velit dum tibi deceptis|fama puellis , certus et
augure|non rumore malo , non|doctus vidi ego vidi ego
aura|aspice , quam saevas increpat|minas ne nulla placatae veniet
aura|, et vacuum Zephyri possidet|nemus hic licet occultos proferre
aura|illi nomen ab extremis montibus|refert his , o Galle
aura|, neve inimica meas elevet|preces sed quocumque modo de
aura|que frigida Eoo me dolet|gelu tu sola humanos numquam
aure|c ne nostra dulcis in|sonat olim gratus eram olim
aure|, quibus facili deus annuit|, sitis et in tuto
auribus|noctes cogor et ipse meis|esse gravis felix , qui
auriculas|rima percussas dominae vertat in|sit licet et saxo patientior
auris|si quis monitis tardas adverterit|, heu referet quanto verba
auro|avara sinus hanc ego non|, non Indis flectere conchis
Ausoniis|defende rapinas ( non minor|est amor Adryasin ) ne
auspicio|motu , obstupui vano credulus|, ne qua tibi insolitos
ausus|arma manu , non tamen|eram dominae turbare quietem ,
,|ausus eram dominae turbare quietem|expertae metuens iurgia saevitiae sed
aut|Coa veste movere sinus ,|quid Orontea crinis perfundere murra
aut|Lucrina cumba moretur aqua ,|teneat clausam tenui Teuthrantis in
aut|misero prodest grave dicere carmen|Amphioniae moenia flere lyrae plus
aut|ne poteris , qui sis|ubi , nosse miser tum
aut|nihil aspersis gaudet Amor lacrimis|si despectus potuit mutare calores
aut|nunc maior carae custodia matris|sine te vitae cura sit
aut|pallorem totiens mirabere nostrum ,|cur sim toto corpore nullus
auxilia|, quaerite non sani pectoris|fortiter et ferrum saevos patiemur
avara|non tamen illa meos fugit|sinus hanc ego non auro
avecta|Phrygium falso traxit candore maritum|externis Hippodamia rotis sed facies
avis|cogor ad argutas dicere solus|sed qualiscumque es resonent mihi
Baccho|ebria cum multo traherem vestigia|, et quaterent sera nocte
Baias|modo quam primum corruptas desere|Quid mihi desidiae non cessas
Bais|mediis cessantem , Cynthia ,|, qua iacet Herculeis semita
Basse|mihi tam multas laudando ,|, puellas mutatum domina cogis
Basse|sunt maiora , quibus ,|, perire iuvat ingenuus color
bene|tantum in amore preces et|facta valent in me tardus
benigna|neu tibi pro vano verba|cadant irritata venit , quando
bibas|molliter unda Lesbia Mentoreo vina|opere , et modo tam
bibere|ferre per ignis , et|e tota toxica Thessalia non
blandi|flectere conchis , sed potui|carminis obsequio sunt igitur Musae
blandior|tribus illa sit Inachiis et|heroinis , illa suis verbis
blandis|formosis incumbens nescius undis errorem|tardat imaginibus tandem haurire parat
blanditia|postis , arguta referens carmina|Ianua vel domina penitus crudelior
blanditias|es , assiduas a fuge|illis et silices et possint
blandos|manu , quam vacet alterius|audire susurros molliter in tacito
bonis|sinere in propriis membra nitere|crede mihi , non ulla
bono|hoc magis effectu saepe fruare|is poterit felix una remanere
brumae|o utinam hibernae duplicentur tempora|, et sit iners tardis
busto|te contempto , Cynthia ,|abstrahat a nostro pulvere iniquus
cadant|tibi pro vano verba benigna|irritata venit , quando contemnitur
cadent|cum tibi singultu fortia verba|, et tremulus maestis orietur
cadentis|cogat et invitam lacrimas siccare|flectitur assiduis certa puella minis
Cadmeae|sidere certus eris Dum tibi|dicuntur , Pontice , Thebae
cadunt|, at mea nocturno verba|Zephyro sed tu sola mei
cadunt|que omnia ingrato litore vota|quin etiam absenti prosunt tibi
caecis|iucundae coniugis heros non potuit|immemor esse locis , sed
caelestem|deus , c ne sic|flagrans amor Herculis Heben sensit
caelo|mihi somnus ocellos et mediis|Luna ruberet equis , non
Caesaris|lacrimis Gallum per medios ereptum|ensis effugere ignotas non potuisse
c|aget te tuus ardor aget|ne mirum , cum sit
Calais|Zetes , hunc super et|, oscula suspensis instabant carpere
c|aliquid duram quaerimus in dominam|ne tantum ingenio quantum servire
Calliopea|carmina donet que Aoniam libens|lyram , unica c ne
calores|aut si despectus potuit mutare|, sunt quoque translato gaudia
c|alterius curas sanare recentis ,|ne levis in verbis est
Calypso|non sic Ithaci degressu mota|desertis olim fleverat aequoribus multos
c|amplexu nutrit amores Cynthia ,|ne nostra dulcis in aure
campo|, proxima supposito contingens Umbria|me genuit terris fertilis uberibus
candida|aequoreae formosa Doride natae ,|felici solvite vela choro si
candida|circum irriguo surgebant lilia prato|purpureis mixta papaveribus quae modo
candore|c ne Phrygium falso traxit|maritum avecta externis Hippodamia rotis
candore|umero cuius ut accensae Dryades|puellae miratae solitos destituere choros
cane|istos compone libellos , et|quod quaevis nosse puella velit
canitiem|amores ista meam norit gloria|Dicebam tibi venturos , irrisor
canunt|et volucres nulla dulcius arte|non sic Leucippis succendit Castora
capillis|multos illa dies incomptis maesta|sederat , iniusto multa locuta
capillo|ornato procedere , vita ,|et tenuis Coa veste movere
capillos|et modo gaudebam lapsos formare|nunc furtiva cavis poma dabam
captorum|inaurati celebrarunt limina currus ,|lacrimis umida supplicibus nunc ego
caput|constantis deiecit lumina fastus et|impositis pressit Amor pedibus ,
,|caput impositis pressit Amor pedibus|donec me docuit Castas odisse
caput|quietem Cynthia non certis nixa|manibus , ebria cum multo
carae|erit an mihi nunc maior|custodia matris aut sine te
cara|te longae remorentur fata senectae|tamen lacrimis ossa futura meis
cardinibus|miserata dolores respondes tacitis mutua|o utinam traiecta cava mea
careat|rogo sed ne forte tuo|mihi funus amore , hic
cari|coniuge fratres , sanguinis et|vincula rupit amor coniugis Evadne
carina|luxuriae Qualis Thesea iacuit cedente|languida desertis Cnosia litoribus qualis
carinam|ne mihi Cassiope salvo visura|, que omnia ingrato litore
carissima|carus ego et per me|Roma dicitur , et sine
carmen|nunc misero prodest grave dicere|aut Amphioniae moenia flere lyrae
carmina|amore valet Mimnermi versus Homero|mansuetus lenia quaerit Amor .
carmina|at tibi saepe novo deduxi|versu , que oscula impressis
carmina|, c ne tibi subiciet|serus Amor . tum me
carmina|cum tibi praesertim Phoebus sua|donet que Aoniam libens Calliopea
.|carmina mansuetus lenia quaerit Amor|i quaeso et tristis istos
carmina|requiescere postis , arguta referens|blanditia Ianua vel domina penitus
carmina|tantum merui quae te mihi|mutant an nova tristitiae causa
carmina|tu cave nostra tuo contemnas|fastu saepe venit magno faenore
carmine|somnum , rursus et Orpheae|, fessa , lyrae interdum
carminibus|e nostris , Cynthia ,|atque utinam mage te remis
carminibus|et amnis posse Cytaeines ducere|et vos , qui sero
carminibus|noctes , nobilis obscenis tradita|( c ne tamen illa
carminibus|sint modo fata tuis mollia|) nos , ut consuemus
carminis|conchis , sed potui blandi|obsequio sunt igitur Musae ,
carminis|est , hinc cupio nomen|ire mei me laudent doctae
,|carminis obsequio sunt igitur Musae|que ne amanti tardus Apollo
caros|amore lapis , illa meo|donasset funere crinis , molliter
carpere|Calais , oscula suspensis instabant|palmis , oscula et alterna
carpere|seu pedibus terras seu pontum|remis ibis , et accepti
carus|novas Cynthia nostra vias illi|ego et per me carissima
carus|puellas differet heu nullo limine|eris nullas illa suis contemnet
Cassiope|alloquor alcyonas c ne mihi|salvo visura carinam , que
Castas|pedibus , donec me docuit|odisse puellas improbus , et
Castora|canunt non sic Leucippis succendit|Phoebe , Pollucem cultu non
castra|me violasse deos , longe|tibi , longe miser agmina
casum|, qui consortem properas evadere|, miles ab Etruscis saucius
casu|saepe soles , nostro laetabere|, Galle , quod abrepto
Caucasus|vertice silvas , urgetur quantis|arboribus non tamen ista meo
causa|carmina mutant an nova tristitiae|puella tuae sic mihi te
causa|ero , dicam ' Cynthia|fuit tu modo quam primum
causa|tu sola mei tu maxima|doloris , victa meis numquam
cava|mutua cardinibus o utinam traiecta|mea vocula rima percussas dominae
cave|magne poeta , iaces tu|nostra tuo contemnas carmina fastu
cavenda|docuit semper quaecumque petenda quaeque|forent non nihil egit Amor
