hi|appellantur . (appellantur) (incolunt) (incolunt)|omnes lingua , institutis ,
omnes|. (appellantur) (incolunt) (incolunt) hi|lingua , institutis , legibus
lingua|(appellantur) (incolunt) (incolunt) hi omnes|, institutis , legibus inter
,|(incolunt) (incolunt) hi omnes lingua|institutis , legibus inter se
institutis|(incolunt) hi omnes lingua ,|, legibus inter se differunt
,|hi omnes lingua , institutis|legibus inter se differunt .
legibus|omnes lingua , institutis ,|inter se differunt . Gallos
inter|lingua , institutis , legibus|se differunt . Gallos ab
se|, institutis , legibus inter|differunt . Gallos ab Aquitanis
differunt|institutis , legibus inter se|. Gallos ab Aquitanis Garunna
.|, legibus inter se differunt|Gallos ab Aquitanis Garunna flumen
Gallos|legibus inter se differunt .|ab Aquitanis Garunna flumen ,
ab|inter se differunt . Gallos|Aquitanis Garunna flumen , a
Aquitanis|se differunt . Gallos ab|Garunna flumen , a Belgis
Garunna|differunt . Gallos ab Aquitanis|flumen , a Belgis Matrona
flumen|. Gallos ab Aquitanis Garunna|, a Belgis Matrona et
,|Gallos ab Aquitanis Garunna flumen|a Belgis Matrona et Sequana
a|ab Aquitanis Garunna flumen ,|Belgis Matrona et Sequana dividit
Belgis|Aquitanis Garunna flumen , a|Matrona et Sequana dividit .
Matrona|Garunna flumen , a Belgis|et Sequana dividit . (dividit)
et|flumen , a Belgis Matrona|Sequana dividit . (dividit) [ ]
Sequana|, a Belgis Matrona et|dividit . (dividit) [ ] horum
dividit|a Belgis Matrona et Sequana|. (dividit) [ ] horum omnium
.|Belgis Matrona et Sequana dividit|(dividit) [ ] horum omnium fortissimi
(dividit)|Matrona et Sequana dividit .|[ ] horum omnium fortissimi sunt
[ ]|et Sequana dividit . (dividit)|horum omnium fortissimi sunt Belgae
horum|Sequana dividit . (dividit) [ ]|omnium fortissimi sunt Belgae ,
omnium|dividit . (dividit) [ ] horum|fortissimi sunt Belgae , propterea
fortissimi|. (dividit) [ ] horum omnium|sunt Belgae , propterea quod
sunt|(dividit) [ ] horum omnium fortissimi|Belgae , propterea quod a
Belgae|[ ] horum omnium fortissimi sunt|, propterea quod a cultu
,|horum omnium fortissimi sunt Belgae|propterea quod a cultu atque
propterea|omnium fortissimi sunt Belgae ,|quod a cultu atque humanitate
quod|fortissimi sunt Belgae , propterea|a cultu atque humanitate provinciae
a|sunt Belgae , propterea quod|cultu atque humanitate provinciae longissime
cultu|Belgae , propterea quod a|atque humanitate provinciae longissime absunt
atque|, propterea quod a cultu|humanitate provinciae longissime absunt minime
humanitate|propterea quod a cultu atque|provinciae longissime absunt minime -que
provinciae|quod a cultu atque humanitate|longissime absunt minime -que ad
longissime|a cultu atque humanitate provinciae|absunt minime -que ad eos
absunt|cultu atque humanitate provinciae longissime|minime -que ad eos mercatores
minime|atque humanitate provinciae longissime absunt|-que ad eos mercatores saepe
-que|humanitate provinciae longissime absunt minime|ad eos mercatores saepe commeant
ad|provinciae longissime absunt minime -que|eos mercatores saepe commeant atque
eos|longissime absunt minime -que ad|mercatores saepe commeant atque ea
mercatores|absunt minime -que ad eos|saepe commeant atque ea ,
saepe|minime -que ad eos mercatores|commeant atque ea , quae
commeant|-que ad eos mercatores saepe|atque ea , quae ad
atque|ad eos mercatores saepe commeant|ea , quae ad effeminandos
ea|eos mercatores saepe commeant atque|, quae ad effeminandos animos
,|mercatores saepe commeant atque ea|quae ad effeminandos animos pertinent
quae|saepe commeant atque ea ,|ad effeminandos animos pertinent ,
ad|commeant atque ea , quae|effeminandos animos pertinent , important
effeminandos|atque ea , quae ad|animos pertinent , important proximi
animos|ea , quae ad effeminandos|pertinent , important proximi -que
pertinent|, quae ad effeminandos animos|, important proximi -que sunt
,|quae ad effeminandos animos pertinent|important proximi -que sunt Germanis
important|ad effeminandos animos pertinent ,|proximi -que sunt Germanis ,
proximi|effeminandos animos pertinent , important|-que sunt Germanis , qui
-que|animos pertinent , important proximi|sunt Germanis , qui trans
sunt|pertinent , important proximi -que|Germanis , qui trans Rhenum
Germanis|, important proximi -que sunt|, qui trans Rhenum incolunt
,|important proximi -que sunt Germanis|qui trans Rhenum incolunt ,
qui|proximi -que sunt Germanis ,|trans Rhenum incolunt , quibus
trans|-que sunt Germanis , qui|Rhenum incolunt , quibus -cum
Rhenum|sunt Germanis , qui trans|incolunt , quibus -cum continenter
incolunt|Germanis , qui trans Rhenum|, quibus -cum continenter bellum
,|, qui trans Rhenum incolunt|quibus -cum continenter bellum gerunt
quibus|qui trans Rhenum incolunt ,|-cum continenter bellum gerunt .
-cum|trans Rhenum incolunt , quibus|continenter bellum gerunt . qua
continenter|Rhenum incolunt , quibus -cum|bellum gerunt . qua de
bellum|incolunt , quibus -cum continenter|gerunt . qua de causa
gerunt|, quibus -cum continenter bellum|. qua de causa Helvetii
.|quibus -cum continenter bellum gerunt|qua de causa Helvetii quoque
qua|-cum continenter bellum gerunt .|de causa Helvetii quoque reliquos
de|continenter bellum gerunt . qua|causa Helvetii quoque reliquos Gallos
causa|bellum gerunt . qua de|Helvetii quoque reliquos Gallos virtute
Helvetii|gerunt . qua de causa|quoque reliquos Gallos virtute praecedunt
quoque|. qua de causa Helvetii|reliquos Gallos virtute praecedunt ,
reliquos|qua de causa Helvetii quoque|Gallos virtute praecedunt , quod
Gallos|de causa Helvetii quoque reliquos|virtute praecedunt , quod fere
virtute|causa Helvetii quoque reliquos Gallos|praecedunt , quod fere cotidianis
praecedunt|Helvetii quoque reliquos Gallos virtute|, quod fere cotidianis proeliis
,|quoque reliquos Gallos virtute praecedunt|quod fere cotidianis proeliis cum
quod|reliquos Gallos virtute praecedunt ,|fere cotidianis proeliis cum Germanis
fere|Gallos virtute praecedunt , quod|cotidianis proeliis cum Germanis contendunt
cotidianis|virtute praecedunt , quod fere|proeliis cum Germanis contendunt ,
proeliis|praecedunt , quod fere cotidianis|cum Germanis contendunt , cum
cum|, quod fere cotidianis proeliis|Germanis contendunt , cum aut
Germanis|quod fere cotidianis proeliis cum|contendunt , cum aut suis
contendunt|fere cotidianis proeliis cum Germanis|, cum aut suis finibus
,|cotidianis proeliis cum Germanis contendunt|cum aut suis finibus eos
cum|proeliis cum Germanis contendunt ,|aut suis finibus eos prohibent
aut|cum Germanis contendunt , cum|suis finibus eos prohibent aut
suis|Germanis contendunt , cum aut|finibus eos prohibent aut ipsi
finibus|contendunt , cum aut suis|eos prohibent aut ipsi in
eos|, cum aut suis finibus|prohibent aut ipsi in eorum
prohibent|cum aut suis finibus eos|aut ipsi in eorum finibus
aut|aut suis finibus eos prohibent|ipsi in eorum finibus bellum
ipsi|suis finibus eos prohibent aut|in eorum finibus bellum gerunt
in|finibus eos prohibent aut ipsi|eorum finibus bellum gerunt .
eorum|eos prohibent aut ipsi in|finibus bellum gerunt . eorum
finibus|prohibent aut ipsi in eorum|bellum gerunt . eorum una
bellum|aut ipsi in eorum finibus|gerunt . eorum una pars
gerunt|ipsi in eorum finibus bellum|. eorum una pars ,
.|in eorum finibus bellum gerunt|eorum una pars , quam
eorum|eorum finibus bellum gerunt .|una pars , quam Gallos
una|finibus bellum gerunt . eorum|pars , quam Gallos obtinere
pars|bellum gerunt . eorum una|, quam Gallos obtinere dictum
,|gerunt . eorum una pars|quam Gallos obtinere dictum est
quam|. eorum una pars ,|Gallos obtinere dictum est ,
Gallos|eorum una pars , quam|obtinere dictum est , initium
obtinere|una pars , quam Gallos|dictum est , initium capit
dictum|pars , quam Gallos obtinere|est , initium capit a
est|, quam Gallos obtinere dictum|, initium capit a flumine
,|quam Gallos obtinere dictum est|initium capit a flumine Rhodano
initium|Gallos obtinere dictum est ,|capit a flumine Rhodano ,
capit|obtinere dictum est , initium|a flumine Rhodano , continetur
a|dictum est , initium capit|flumine Rhodano , continetur Garunna
flumine|est , initium capit a|Rhodano , continetur Garunna flumine
Rhodano|, initium capit a flumine|, continetur Garunna flumine ,
,|initium capit a flumine Rhodano|continetur Garunna flumine , Oceano
continetur|capit a flumine Rhodano ,|Garunna flumine , Oceano ,
Garunna|a flumine Rhodano , continetur|flumine , Oceano , finibus
flumine|flumine Rhodano , continetur Garunna|, Oceano , finibus Belgarum
,|Rhodano , continetur Garunna flumine|Oceano , finibus Belgarum ,
Oceano|, continetur Garunna flumine ,|, finibus Belgarum , attingit
,|continetur Garunna flumine , Oceano|finibus Belgarum , attingit etiam
finibus|Garunna flumine , Oceano ,|Belgarum , attingit etiam ab
Belgarum|flumine , Oceano , finibus|, attingit etiam ab Sequanis
,|, Oceano , finibus Belgarum|attingit etiam ab Sequanis et
attingit|Oceano , finibus Belgarum ,|etiam ab Sequanis et Helvetiis
etiam|, finibus Belgarum , attingit|ab Sequanis et Helvetiis flumen
ab|finibus Belgarum , attingit etiam|Sequanis et Helvetiis flumen Rhenum
Sequanis|Belgarum , attingit etiam ab|et Helvetiis flumen Rhenum ,
et|, attingit etiam ab Sequanis|Helvetiis flumen Rhenum , vergit
Helvetiis|attingit etiam ab Sequanis et|flumen Rhenum , vergit ad
flumen|etiam ab Sequanis et Helvetiis|Rhenum , vergit ad septentriones
Rhenum|ab Sequanis et Helvetiis flumen|, vergit ad septentriones .
,|Sequanis et Helvetiis flumen Rhenum|vergit ad septentriones . [ ]
vergit|et Helvetiis flumen Rhenum ,|ad septentriones . [ ] [ ]
ad|Helvetiis flumen Rhenum , vergit|septentriones . [ ] [ ] [ ]
septentriones|flumen Rhenum , vergit ad|. [ ] [ ] [ ] Belgae
.|Rhenum , vergit ad septentriones|[ ] [ ] [ ] Belgae ab
[ ]|, vergit ad septentriones .|[ ] [ ] Belgae ab extremis
[ ]|vergit ad septentriones . [ ]|[ ] Belgae ab extremis Galliae
[ ]|ad septentriones . [ ] [ ]|Belgae ab extremis Galliae finibus
Belgae|septentriones . [ ] [ ] [ ]|ab extremis Galliae finibus oriuntur
ab|. [ ] [ ] [ ] Belgae|extremis Galliae finibus oriuntur ,
extremis|[ ] [ ] [ ] Belgae ab|Galliae finibus oriuntur , pertinent
Galliae|[ ] [ ] Belgae ab extremis|finibus oriuntur , pertinent ad
finibus|[ ] Belgae ab extremis Galliae|oriuntur , pertinent ad inferiorem
oriuntur|Belgae ab extremis Galliae finibus|, pertinent ad inferiorem partem
,|ab extremis Galliae finibus oriuntur|pertinent ad inferiorem partem fluminis
pertinent|extremis Galliae finibus oriuntur ,|ad inferiorem partem fluminis Rheni
ad|Galliae finibus oriuntur , pertinent|inferiorem partem fluminis Rheni ,
inferiorem|finibus oriuntur , pertinent ad|partem fluminis Rheni , spectant
partem|oriuntur , pertinent ad inferiorem|fluminis Rheni , spectant in
fluminis|, pertinent ad inferiorem partem|Rheni , spectant in septentrionem
Rheni|pertinent ad inferiorem partem fluminis|, spectant in septentrionem et
,|ad inferiorem partem fluminis Rheni|spectant in septentrionem et orientem
spectant|inferiorem partem fluminis Rheni ,|in septentrionem et orientem solem
in|partem fluminis Rheni , spectant|septentrionem et orientem solem .
septentrionem|fluminis Rheni , spectant in|et orientem solem . [ ]
et|Rheni , spectant in septentrionem|orientem solem . [ ] Aquitania
orientem|, spectant in septentrionem et|solem . [ ] Aquitania a
solem|spectant in septentrionem et orientem|. [ ] Aquitania a Garunna
.|in septentrionem et orientem solem|[ ] Aquitania a Garunna flumine
[ ]|septentrionem et orientem solem .|Aquitania a Garunna flumine ad
Aquitania|et orientem solem . [ ]|a Garunna flumine ad Pyrenaeos
a|orientem solem . [ ] Aquitania|Garunna flumine ad Pyrenaeos montes
Garunna|solem . [ ] Aquitania a|flumine ad Pyrenaeos montes et
flumine|. [ ] Aquitania a Garunna|ad Pyrenaeos montes et eam
ad|[ ] Aquitania a Garunna flumine|Pyrenaeos montes et eam partem
Pyrenaeos|Aquitania a Garunna flumine ad|montes et eam partem Oceani
montes|a Garunna flumine ad Pyrenaeos|et eam partem Oceani ,
et|Garunna flumine ad Pyrenaeos montes|eam partem Oceani , quae
eam|flumine ad Pyrenaeos montes et|partem Oceani , quae est
partem|ad Pyrenaeos montes et eam|Oceani , quae est ad
Oceani|Pyrenaeos montes et eam partem|, quae est ad Hispaniam
,|montes et eam partem Oceani|quae est ad Hispaniam ,
quae|et eam partem Oceani ,|est ad Hispaniam , pertinet
est|eam partem Oceani , quae|ad Hispaniam , pertinet ,
ad|partem Oceani , quae est|Hispaniam , pertinet , spectat
Hispaniam|Oceani , quae est ad|, pertinet , spectat inter
,|, quae est ad Hispaniam|pertinet , spectat inter occasum
pertinet|quae est ad Hispaniam ,|, spectat inter occasum solis
,|est ad Hispaniam , pertinet|spectat inter occasum solis et
spectat|ad Hispaniam , pertinet ,|inter occasum solis et septentriones
inter|Hispaniam , pertinet , spectat|occasum solis et septentriones .
occasum|, pertinet , spectat inter|solis et septentriones . [ ]
solis|pertinet , spectat inter occasum|et septentriones . [ ] Apud
et|, spectat inter occasum solis|septentriones . [ ] Apud Helvetios
septentriones|spectat inter occasum solis et|. [ ] Apud Helvetios longe
.|inter occasum solis et septentriones|[ ] Apud Helvetios longe nobilissimus
[ ]|occasum solis et septentriones .|Apud Helvetios longe nobilissimus fuit
Apud|solis et septentriones . [ ]|Helvetios longe nobilissimus fuit et
Helvetios|et septentriones . [ ] Apud|longe nobilissimus fuit et ditissimus
longe|septentriones . [ ] Apud Helvetios|nobilissimus fuit et ditissimus Orgetorix
nobilissimus|. [ ] Apud Helvetios longe|fuit et ditissimus Orgetorix .
fuit|[ ] Apud Helvetios longe nobilissimus|et ditissimus Orgetorix . Is
et|Apud Helvetios longe nobilissimus fuit|ditissimus Orgetorix . Is M.
ditissimus|Helvetios longe nobilissimus fuit et|Orgetorix . Is M. Messala
Orgetorix|longe nobilissimus fuit et ditissimus|. Is M. Messala M.
.|nobilissimus fuit et ditissimus Orgetorix|Is M. Messala M. Pisone
Is|fuit et ditissimus Orgetorix .|M. Messala M. Pisone consulibus
M.|et ditissimus Orgetorix . Is|Messala M. Pisone consulibus regni
Messala|ditissimus Orgetorix . Is M.|M. Pisone consulibus regni cupiditate
M.|Orgetorix . Is M. Messala|Pisone consulibus regni cupiditate inductus
Pisone|. Is M. Messala M.|consulibus regni cupiditate inductus coniurationem
consulibus|Is M. Messala M. Pisone|regni cupiditate inductus coniurationem nobilitatis
regni|M. Messala M. Pisone consulibus|cupiditate inductus coniurationem nobilitatis fecit
cupiditate|Messala M. Pisone consulibus regni|inductus coniurationem nobilitatis fecit et
inductus|M. Pisone consulibus regni cupiditate|coniurationem nobilitatis fecit et civitati
coniurationem|Pisone consulibus regni cupiditate inductus|nobilitatis fecit et civitati persuasit
nobilitatis|consulibus regni cupiditate inductus coniurationem|fecit et civitati persuasit ut
fecit|regni cupiditate inductus coniurationem nobilitatis|et civitati persuasit ut de
et|cupiditate inductus coniurationem nobilitatis fecit|civitati persuasit ut de finibus
civitati|inductus coniurationem nobilitatis fecit et|persuasit ut de finibus suis
persuasit|coniurationem nobilitatis fecit et civitati|ut de finibus suis cum
ut|nobilitatis fecit et civitati persuasit|de finibus suis cum omnibus
de|fecit et civitati persuasit ut|finibus suis cum omnibus copiis
finibus|et civitati persuasit ut de|suis cum omnibus copiis exirent
suis|civitati persuasit ut de finibus|cum omnibus copiis exirent :
cum|persuasit ut de finibus suis|omnibus copiis exirent : (et)
omnibus|ut de finibus suis cum|copiis exirent : (et) perfacile
copiis|de finibus suis cum omnibus|exirent : (et) perfacile esse
exirent|finibus suis cum omnibus copiis|: (et) perfacile esse ,
:|suis cum omnibus copiis exirent|(et) perfacile esse , cum
(et)|cum omnibus copiis exirent :|perfacile esse , cum virtute
perfacile|omnibus copiis exirent : (et)|esse , cum virtute omnibus
esse|copiis exirent : (et) perfacile|, cum virtute omnibus praestarent
,|exirent : (et) perfacile esse|cum virtute omnibus praestarent ,
cum|: (et) perfacile esse ,|virtute omnibus praestarent , totius
virtute|(et) perfacile esse , cum|omnibus praestarent , totius Galliae
omnibus|perfacile esse , cum virtute|praestarent , totius Galliae imperio
praestarent|esse , cum virtute omnibus|, totius Galliae imperio potiri
,|, cum virtute omnibus praestarent|totius Galliae imperio potiri .
totius|cum virtute omnibus praestarent ,|Galliae imperio potiri . Id
Galliae|virtute omnibus praestarent , totius|imperio potiri . Id hoc
imperio|omnibus praestarent , totius Galliae|potiri . Id hoc facilius
potiri|praestarent , totius Galliae imperio|. Id hoc facilius iis
.|, totius Galliae imperio potiri|Id hoc facilius iis persuasit
Id|totius Galliae imperio potiri .|hoc facilius iis persuasit ,
hoc|Galliae imperio potiri . Id|facilius iis persuasit , quod
facilius|imperio potiri . Id hoc|iis persuasit , quod undique
iis|potiri . Id hoc facilius|persuasit , quod undique loci
persuasit|. Id hoc facilius iis|, quod undique loci natura
,|Id hoc facilius iis persuasit|quod undique loci natura Helvetii
quod|hoc facilius iis persuasit ,|undique loci natura Helvetii continentur
undique|facilius iis persuasit , quod|loci natura Helvetii continentur :
loci|iis persuasit , quod undique|natura Helvetii continentur : una
natura|persuasit , quod undique loci|Helvetii continentur : una ex
Helvetii|, quod undique loci natura|continentur : una ex parte
continentur|quod undique loci natura Helvetii|: una ex parte flumine
:|undique loci natura Helvetii continentur|una ex parte flumine Rheno
una|loci natura Helvetii continentur :|ex parte flumine Rheno latissimo
ex|natura Helvetii continentur : una|parte flumine Rheno latissimo atque
parte|Helvetii continentur : una ex|flumine Rheno latissimo atque altissimo
flumine|continentur : una ex parte|Rheno latissimo atque altissimo ,
Rheno|: una ex parte flumine|latissimo atque altissimo , qui
latissimo|una ex parte flumine Rheno|atque altissimo , qui agrum
atque|ex parte flumine Rheno latissimo|altissimo , qui agrum Helvetium
altissimo|parte flumine Rheno latissimo atque|, qui agrum Helvetium a
,|flumine Rheno latissimo atque altissimo|qui agrum Helvetium a Germanis
qui|Rheno latissimo atque altissimo ,|agrum Helvetium a Germanis dividit
agrum|latissimo atque altissimo , qui|Helvetium a Germanis dividit ;
Helvetium|atque altissimo , qui agrum|a Germanis dividit ; altera
a|altissimo , qui agrum Helvetium|Germanis dividit ; altera ex
Germanis|, qui agrum Helvetium a|dividit ; altera ex parte
dividit|qui agrum Helvetium a Germanis|; altera ex parte monte
;|agrum Helvetium a Germanis dividit|altera ex parte monte Iura
altera|Helvetium a Germanis dividit ;|ex parte monte Iura altissimo
ex|a Germanis dividit ; altera|parte monte Iura altissimo ,
parte|Germanis dividit ; altera ex|monte Iura altissimo , qui
monte|dividit ; altera ex parte|Iura altissimo , qui est
Iura|; altera ex parte monte|altissimo , qui est inter
altissimo|altera ex parte monte Iura|, qui est inter Sequanos
,|ex parte monte Iura altissimo|qui est inter Sequanos et
qui|parte monte Iura altissimo ,|est inter Sequanos et Helvetios
est|monte Iura altissimo , qui|inter Sequanos et Helvetios ;
inter|Iura altissimo , qui est|Sequanos et Helvetios ; tertia
Sequanos|altissimo , qui est inter|et Helvetios ; tertia lacu
et|, qui est inter Sequanos|Helvetios ; tertia lacu Lemanno
Helvetios|qui est inter Sequanos et|; tertia lacu Lemanno et
;|est inter Sequanos et Helvetios|tertia lacu Lemanno et flumine
tertia|inter Sequanos et Helvetios ;|lacu Lemanno et flumine Rhodano
lacu|Sequanos et Helvetios ; tertia|Lemanno et flumine Rhodano ,
Lemanno|et Helvetios ; tertia lacu|et flumine Rhodano , qui
et|Helvetios ; tertia lacu Lemanno|flumine Rhodano , qui provinciam
flumine|; tertia lacu Lemanno et|Rhodano , qui provinciam nostram
Rhodano|tertia lacu Lemanno et flumine|, qui provinciam nostram ab
,|lacu Lemanno et flumine Rhodano|qui provinciam nostram ab Helvetiis
qui|Lemanno et flumine Rhodano ,|provinciam nostram ab Helvetiis dividit
provinciam|et flumine Rhodano , qui|nostram ab Helvetiis dividit .
nostram|flumine Rhodano , qui provinciam|ab Helvetiis dividit . [ ]
ab|Rhodano , qui provinciam nostram|Helvetiis dividit . [ ] [ ]
Helvetiis|, qui provinciam nostram ab|dividit . [ ] [ ] [ ]
dividit|qui provinciam nostram ab Helvetiis|. [ ] [ ] [ ] [ ]
.|provinciam nostram ab Helvetiis dividit|[ ] [ ] [ ] [ ] (continentur)
[ ]|nostram ab Helvetiis dividit .|[ ] [ ] [ ] (continentur) (continentur)
[ ]|ab Helvetiis dividit . [ ]|[ ] [ ] (continentur) (continentur) (continentur)
[ ]|Helvetiis dividit . [ ] [ ]|[ ] (continentur) (continentur) (continentur) His
[ ]|dividit . [ ] [ ] [ ]|(continentur) (continentur) (continentur) His rebus
(continentur)|. [ ] [ ] [ ] [ ]|(continentur) (continentur) His rebus fiebat
(continentur)|[ ] [ ] [ ] [ ] (continentur)|(continentur) His rebus fiebat ut
(continentur)|[ ] [ ] [ ] (continentur) (continentur)|His rebus fiebat ut et
His|[ ] [ ] (continentur) (continentur) (continentur)|rebus fiebat ut et minus
rebus|[ ] (continentur) (continentur) (continentur) His|fiebat ut et minus late
fiebat|(continentur) (continentur) (continentur) His rebus|ut et minus late vagarentur
ut|(continentur) (continentur) His rebus fiebat|et minus late vagarentur et
et|(continentur) His rebus fiebat ut|minus late vagarentur et minus
minus|His rebus fiebat ut et|late vagarentur et minus facile
late|rebus fiebat ut et minus|vagarentur et minus facile finitimis
vagarentur|fiebat ut et minus late|et minus facile finitimis bellum
et|ut et minus late vagarentur|minus facile finitimis bellum inferre
minus|et minus late vagarentur et|facile finitimis bellum inferre possent
facile|minus late vagarentur et minus|finitimis bellum inferre possent ;
finitimis|late vagarentur et minus facile|bellum inferre possent ; qua
bellum|vagarentur et minus facile finitimis|inferre possent ; qua ex
inferre|et minus facile finitimis bellum|possent ; qua ex parte
possent|minus facile finitimis bellum inferre|; qua ex parte homines
;|facile finitimis bellum inferre possent|qua ex parte homines bellandi
qua|finitimis bellum inferre possent ;|ex parte homines bellandi cupidi
ex|bellum inferre possent ; qua|parte homines bellandi cupidi magno
parte|inferre possent ; qua ex|homines bellandi cupidi magno dolore
homines|possent ; qua ex parte|bellandi cupidi magno dolore adficiebantur
bellandi|; qua ex parte homines|cupidi magno dolore adficiebantur .
cupidi|qua ex parte homines bellandi|magno dolore adficiebantur . Pro
magno|ex parte homines bellandi cupidi|dolore adficiebantur . Pro multitudine
dolore|parte homines bellandi cupidi magno|adficiebantur . Pro multitudine autem
adficiebantur|homines bellandi cupidi magno dolore|. Pro multitudine autem hominum
.|bellandi cupidi magno dolore adficiebantur|Pro multitudine autem hominum et
Pro|cupidi magno dolore adficiebantur .|multitudine autem hominum et pro
multitudine|magno dolore adficiebantur . Pro|autem hominum et pro gloria
autem|dolore adficiebantur . Pro multitudine|hominum et pro gloria belli
hominum|adficiebantur . Pro multitudine autem|et pro gloria belli atque
et|. Pro multitudine autem hominum|pro gloria belli atque fortitudinis
pro|Pro multitudine autem hominum et|gloria belli atque fortitudinis angustos
gloria|multitudine autem hominum et pro|belli atque fortitudinis angustos se
belli|autem hominum et pro gloria|atque fortitudinis angustos se fines
atque|hominum et pro gloria belli|fortitudinis angustos se fines habere
fortitudinis|et pro gloria belli atque|angustos se fines habere arbitrabantur
angustos|pro gloria belli atque fortitudinis|se fines habere arbitrabantur ,
se|gloria belli atque fortitudinis angustos|fines habere arbitrabantur , qui
fines|belli atque fortitudinis angustos se|habere arbitrabantur , qui in
habere|atque fortitudinis angustos se fines|arbitrabantur , qui in longitudinem
arbitrabantur|fortitudinis angustos se fines habere|, qui in longitudinem milia
,|angustos se fines habere arbitrabantur|qui in longitudinem milia passuum
qui|se fines habere arbitrabantur ,|in longitudinem milia passuum CCXL
in|fines habere arbitrabantur , qui|longitudinem milia passuum CCXL ,
longitudinem|habere arbitrabantur , qui in|milia passuum CCXL , in
milia|arbitrabantur , qui in longitudinem|passuum CCXL , in latitudinem
passuum|, qui in longitudinem milia|CCXL , in latitudinem CLXXX
CCXL|qui in longitudinem milia passuum|, in latitudinem CLXXX patebant
,|in longitudinem milia passuum CCXL|in latitudinem CLXXX patebant .
in|longitudinem milia passuum CCXL ,|latitudinem CLXXX patebant . (patebant)
latitudinem|milia passuum CCXL , in|CLXXX patebant . (patebant) His
CLXXX|passuum CCXL , in latitudinem|patebant . (patebant) His rebus
patebant|CCXL , in latitudinem CLXXX|. (patebant) His rebus adducti
.|, in latitudinem CLXXX patebant|(patebant) His rebus adducti et
(patebant)|in latitudinem CLXXX patebant .|His rebus adducti et auctoritate
His|latitudinem CLXXX patebant . (patebant)|rebus adducti et auctoritate Orgetorigis
rebus|CLXXX patebant . (patebant) His|adducti et auctoritate Orgetorigis permoti
adducti|patebant . (patebant) His rebus|et auctoritate Orgetorigis permoti constituerunt
et|. (patebant) His rebus adducti|auctoritate Orgetorigis permoti constituerunt ea
auctoritate|(patebant) His rebus adducti et|Orgetorigis permoti constituerunt ea quae
Orgetorigis|His rebus adducti et auctoritate|permoti constituerunt ea quae ad
permoti|rebus adducti et auctoritate Orgetorigis|constituerunt ea quae ad proficiscendum
constituerunt|adducti et auctoritate Orgetorigis permoti|ea quae ad proficiscendum pertinerent
ea|et auctoritate Orgetorigis permoti constituerunt|quae ad proficiscendum pertinerent comparare
quae|auctoritate Orgetorigis permoti constituerunt ea|ad proficiscendum pertinerent comparare ,
ad|Orgetorigis permoti constituerunt ea quae|proficiscendum pertinerent comparare , iumentorum
proficiscendum|permoti constituerunt ea quae ad|pertinerent comparare , iumentorum et
pertinerent|constituerunt ea quae ad proficiscendum|comparare , iumentorum et carrorum
comparare|ea quae ad proficiscendum pertinerent|, iumentorum et carrorum quam
,|quae ad proficiscendum pertinerent comparare|iumentorum et carrorum quam maximum
iumentorum|ad proficiscendum pertinerent comparare ,|et carrorum quam maximum numerum
et|proficiscendum pertinerent comparare , iumentorum|carrorum quam maximum numerum coemere
carrorum|pertinerent comparare , iumentorum et|quam maximum numerum coemere ,
quam|comparare , iumentorum et carrorum|maximum numerum coemere , sementes
maximum|, iumentorum et carrorum quam|numerum coemere , sementes quam
numerum|iumentorum et carrorum quam maximum|coemere , sementes quam maximas
